date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
45105,12.1,8.2,17.6,0,,,8.1,,1023.7,
45106,10.4,7.1,17.9,0,,,5.8,,1027.1,
45107,12.2,7.2,16,0,,,5.9,,1024.8,
45108,13.6,9.4,17.4,0,,,4.9,,1021.7,
45109,15.5,12.5,19.3,0,,,11,,1016.7,
45110,17,13.9,20.3,0,,,7.6,,1015.5,
45111,20.1,17.8,25,9.6,,,8.7,,1012,
45112,17.7,14.4,25,11.9,,,8.4,,1014.5,
45113,15.5,12,20.4,0,,,11.1,,1013.9,
45114,12.1,8.7,19.7,0,,,9.3,,1017.7,
45115,12.6,9.8,15.7,0,,,9.9,,1017.8,
45116,14.6,13.4,16.3,1.5,,,4.3,,1016.7,
45117,13.5,11.3,16.5,0,,,7,,1018.7,
45118,11.8,9.2,17.7,,,,10.4,,1020.4,
45119,9.9,8.8,13.2,15,,,11.4,,1016.1,
45120,8.8,6.3,12,4.1,,,10.4,,1021.8,
45121,6.9,2.5,12.2,0.3,,,6,,1022.6,
45122,10.7,8.4,14,0,,,6.1,,1018.3,
45123,8.8,4.3,14,0,,,7.7,,1021.6,
45124,7.2,2.8,13.2,0,,,8.1,,1026.9,
45125,6.3,1.1,11.6,0,,,3.8,,1031.8,
45126,9.8,7.3,12.4,0,,,14,,1030.7,
45127,12.4,9.6,15.9,0,,,9.2,,1020.6,
45128,18.9,13.8,23.9,0,,,11,,1009.4,
45129,23,13.8,27.9,2.7,,,15.9,,1004.5,
45130,13.8,9.6,27.9,0,,,11.8,,1021.2,
45131,10.9,9.4,18,0,,,11.4,,1027.8,
45132,12.2,9.7,15,0.6,,,7.8,,1020.5,
45133,13.1,11,16,1.4,,,8.5,,1016,
45134,10.1,6.8,16.5,0.3,,,5.1,,1023.2,
45135,11,7.2,14.9,0,,,5.4,,1027.7,
45136,13.4,10,17.6,0,,,13.9,,1022.8,
45137,15.1,11.1,21.3,0,,,7.4,,1018.1,
45138,15.7,10.3,21.3,0,,,5.1,,1019.4,
45139,21.8,16.1,30.1,0,,,9.9,,1014.1,
45140,22.8,14.4,30.2,0,,,14.1,,1013.4,
45141,11.7,9.7,13.2,0,,,9.2,,1023.5,
45142,12.7,7.5,18.9,0,,,4.5,,1019.4,
45143,11.7,6.4,19.2,2,,,7,,1018.2,
45144,16.8,15,20.8,15.4,,,5.2,,1010.5,
45145,11.1,7.6,21,0,,,15.1,,1027.5,
45146,11.1,8.1,15.1,0,,,10.3,,1029,
45147,13.7,10.7,18.2,0,,,5.1,,1020.1,
45148,15.6,11.9,18.4,0,,,10.1,,1010.5,
45149,14.6,10.5,18.4,0,,,16.2,,1014.1,
45150,9.8,5.2,17.7,0,,,8.7,,1025,
45151,10.4,3.1,17.2,0,,,7.6,,1023.3,
45152,17.2,10.7,25.2,0,,,12.2,,1015.6,
45153,19.2,11.8,25.3,0,,,12.4,,1011.2,
45154,21,16.1,27.9,5.6,,,9,,1008.9,
45155,16,14.5,28.5,15,,,15.8,,1008.9,
45156,13.9,10.2,17.1,12.2,,,9.8,,1011,
45157,10.7,6.5,17.1,0.3,,,5.8,,1009.1,
45158,9.9,6.6,14.3,0,,,8.4,,1009.2,
45159,12.5,7.6,17.1,,,,5,,1005.1,
45160,14.8,10.1,18.9,8.4,,,14.2,,1000.2,
45161,12.3,9.5,18.9,0,,,6.8,,1007.6,
45162,12.9,10.6,16.1,0,,,6.1,,1015.1,
45163,12.2,8.7,16.4,0,,,7.7,,1020.3,
45164,10.6,4,16.4,0,,,4.4,,1025.2,
45165,9.9,4.7,16.5,0,,,6.3,,1027.9,
45166,11.4,7.9,14.7,0,,,13.7,,1024.4,
45167,13.9,11.4,18.4,0,,,7.5,,1022,
45168,16.2,11.4,23,0,,,9.5,,1014.4,
45169,14.5,8.1,23.1,0,,,6.3,,1018.8,
45170,17.3,13.8,22.5,0,,,7.9,,1011.3,
45171,15.7,10,22.6,0.8,,,14,,1011.7,
45172,10,7.9,15.8,20.1,,,10.8,,1013.4,
45173,10.7,8.8,13,0,,,10.7,,1019,
45174,9.3,5.6,13,0,,,8.8,,1027.5,
45175,10.5,7,13,,,,19.5,,1024.4,
45176,14.3,13.3,16.6,4.2,,,10.4,,1013.4,
45177,13.7,7.7,19.4,,,,6.6,,1015.9,
45178,15.6,9.5,20.2,0,,,5.9,,1018.1,
45179,17.3,14.4,21.1,,,,11.1,,1013.4,
45180,17.2,14.8,23.5,26.8,,,12.9,,1006.3,
45181,14.7,9.6,23.5,0,,,9.9,,1018.1,
45182,14.3,10.4,20.7,0,,,5.2,,1021,
45183,14.7,9,20.7,0,,,9.7,,1018.8,
45184,19.4,13.8,26.1,0,,,15.4,,1008.8,
45185,20.8,16.9,27,0,,,13,,1003.3,
45186,17.4,13.4,27,,,,11.7,,1010.9,
45187,14.2,9.5,19.1,0,,,14.8,,1019.6,
45188,11.4,9.9,18.6,0,,,18.5,,1021.3,
45189,15.9,14.5,17,0.4,,,16.6,,1017.8,
45190,17.9,16.1,19.8,,,,2.6,,1010.1,
45191,15.1,11.1,19.8,0,,,11,,1015.9,
45192,14.5,11.6,17.1,0,,,10.7,,1013.7,
45193,14.6,12.9,18.2,,,,7.8,,1015.8,
45194,14.1,10,18.2,0,,,20,,1017.1,
45195,13.9,12.4,17.2,0,,,9.4,,1017.1,
45196,14.4,7.9,20.9,0,,,4.6,,1020,
45197,16.5,10.9,21.3,0,,,11.3,,1019.4,
45198,16.6,11.6,21.2,0,,,8.9,,1021.8,
45199,13.1,7.5,21.2,0,,,7.9,,1022.3,
45200,14.2,6.5,20.9,0,,,4.4,,1018.2,
45201,15.1,11,21.1,0,,,11.8,,1014.4,
45202,16.6,14.2,20.1,1.3,,,7,,1011.3,
45203,15.5,12.2,20.5,,,,10.8,,1011.8,
45204,18.1,10.4,24.9,0,,,10.7,,1007.9,
45205,20,13.2,27.2,0,,,8.6,,1010.6,
45206,17.8,11,27.4,0,,,6.8,,1018.9,
45207,21,14.5,28.2,0,,,8.4,,1017.1,
45208,23.3,16.4,30.1,0,,,9.1,,1015,
45209,23.2,17.1,30.4,6.4,,,16.5,,1010,
45210,14.9,10.6,28.9,10.9,,,17,,1019.4,
45211,10.6,4.8,16.6,0,,,7.5,,1024.4,
45212,14.7,9.5,18.9,0,,,6.3,,1024.5,
45213,17.9,14.5,21.7,0,,,12.4,,1022.2,
45214,18.9,14.9,23.3,0,,,9.3,,1017.7,
45215,21.8,17.6,27.8,0.4,,,10.7,,1010.9,
45216,15.8,9,28.6,0,,,15.2,,1021.1,
45217,14.5,10.7,20.7,0.7,,,10.1,,1023.7,
45218,17.4,15.3,20.3,0.4,,,13.6,,1021.2,
45219,19.7,15.8,24.5,0,,,10.3,,1017.7,
45220,20.7,17.2,24.6,3.1,,,8.5,,1014.3,
45221,21.9,19,27.3,1.6,,,9,,1011.5,
45222,18.3,16.7,27.4,3,,,10.9,,1013.6,
45223,16.5,13.6,20.1,1.8,,,9.2,,1016.8,
45224,16.4,10.2,23.1,0,,,6.6,,1015.5,
45225,18.9,13.2,23.9,0,,,9.7,,1010.8,
45226,22.5,18.2,26.9,0,,,10.4,,1006.1,
45227,24,19.6,27.8,0,,,6.9,,1002.7,
45228,22.1,18,27.9,4.1,,,11.4,,1002.4,
45229,16.8,10.5,24,8.9,,,15,,1014,
45230,14.4,11.6,20.3,0,,,11.7,,1021.1,
45231,13.4,10.6,15.6,0,,,25,,1021.7,
45232,14.3,12.6,15.7,10.9,,,16.5,,1014.5,
45233,14.4,11.4,16.6,7.5,,,11.5,,1011.8,
45234,16.8,9,24.8,0,,,3.4,,1015.6,
45235,19.6,14.4,24.9,0,,,8.8,,1015.4,
45236,21.5,17.3,25.4,0,,,10.3,,1015.5,
45237,24.2,18.3,31.2,3.1,,,11.6,,1007.7,
45238,23.3,18.2,31.4,1,,,8.1,,1012.2,
45239,20.6,15.7,27.8,0,,,11.3,,1016.2,
45240,18,17,25.5,24.9,,,14,,1009.2,
45241,21.8,17,27.9,10.4,,,4.6,,1001.2,
45242,21.3,17.1,28.4,0,,,8.6,,1008.9,
45243,17.6,12.8,25.9,0,,,13.1,,1013.1,
45244,19.4,12.2,25.6,0,,,5.7,,1011.3,
45245,22.2,18.2,27.3,0.3,,,8.5,,1005,
45246,21.1,16,27.5,11.9,,,7.2,,1005.4,
45247,21.7,15.6,27.9,0,,,11.4,,1000.6,
45248,19.6,17.1,27.9,3,,,10.3,,1005.9,
45249,21.6,15.4,28.4,0,,,7.8,,1013.1,
45250,25.2,17,31.2,0,,,13.5,,1009.1,
45251,24.8,18.9,31.2,4.8,,,7.3,,1007,
45252,21.3,16.8,29.2,2,,,10,,1012.2,
45253,24.6,19.3,30.7,0,,,12,,1017.4,
45254,21.2,16.4,30.7,0,,,10.4,,1023.8,
45255,22.3,18,27.1,0,,,9.9,,1019,
45256,24.6,20.1,29.9,0,,,9.6,,1014.1,
45257,26.1,21.1,30.9,0,,,9.4,,1014,
45258,25.8,22,31,0,,,9.2,,1010.9,
45259,24.5,19.6,30.8,1,,,15.9,,1009.9,
45260,24.8,17.9,30.2,0,,,6.9,,1010.7,
45261,24.3,20.1,30.3,0,,,11.7,,1005.1,
45262,23.9,17.8,30.3,0,,,5.7,,1008.3,
45263,17.8,14,30.4,2,,,12.8,,1018.2,
45264,18.2,13.6,21.6,0,,,10.9,,1022.9,
45265,19.7,16.3,23.6,7.1,,,9.8,,1017.2,
45266,21.2,19.4,24.2,19.1,,,4.7,,1009.6,
45267,20.2,17.1,24.9,1.4,,,8,,1014.1,
45268,21.2,16.2,25.5,0,,,6.6,,1020,
45269,21.4,18.1,25.4,0.5,,,8.5,,1017.5,
45270,23.7,18.8,27.9,,,,6.8,,1015.7,
45271,24.8,18.9,29.7,0,,,11.8,,1012.3,
45272,27.8,21.5,33,0,,,14.9,,1010.1,
45273,27.6,22.8,33.3,3,,,7,,1006.5,
45274,25.1,21.4,32.1,0,,,9.1,,1007.1,
45275,27.3,24.4,30.3,3.3,,,7,,1007.6,
45276,28,24.7,31.5,0,,,11.6,,1006.8,
45277,23.4,19,31.5,38.1,,,12,,1007.4,
45278,19.5,15.7,23.2,11.9,,,12.6,,1014.7,
45279,17.2,12.1,21.4,13,,,14.5,,1020.2,
45280,21,16.4,24.6,,,,11.3,,1017.1,
45281,24,18.8,29.5,0,,,6.2,,1014.1,
45282,23.9,18.6,29.5,0,,,6.9,,1012.7,
45283,26.5,21.4,31.8,4.8,,,7.1,,1010.8,
45284,24.4,22,31.8,9.5,,,10.3,,1011.1,
45285,23.1,18.8,26.8,8.9,,,9.7,,1013.3,
45286,21.2,12.6,27.1,0,,,6,,1018.2,
45287,25,18.8,30.7,0,,,10.4,,1012.7,
45288,26.6,20.4,31.3,1.6,,,10.4,,1004.3,
45289,24.8,19.9,31.5,0,,,11.7,,1011.4,
45290,20.7,12.5,27,0,,,6,,1018.8,
45291,24.1,20.6,27.4,0,,,8.6,,1015.9,
45292,25.2,22.8,28.6,2.2,,,9.5,,1013,
45293,24.9,22.6,28.6,0,,,9.7,,1012.9,
45294,24.8,22.2,28.4,0.9,,,11.6,,1015.3,
45295,25.2,22.6,28.9,0,,,11.8,,1015.7,
45296,26.8,22.8,31.3,0,,,11.4,,1012.8,
45297,26.9,24,31.9,0,,,8.7,,1008.7,
45298,24.9,20.2,32,12.3,,,8.1,,1007.7,
45299,24.8,18.6,32,55.9,,,4.5,,1008.6,
45300,27.9,22.1,33.1,0,,,5.6,,1009.9,
45301,27.6,23.2,33.5,1,,,7.2,,1009.8,
45302,24.1,20.7,32.8,7.9,,,11.5,,1015.5,
45303,21.8,18.3,27.6,0,,,9.8,,1017.1,
45304,25.6,21.7,30.7,0.2,,,11.4,,1012,
45305,26.5,21,32.3,3.4,,,7.5,,1008.9,
45306,26.1,21.8,32.3,0,,,9.9,,1010.2,
45307,23.4,19.4,31.3,14,,,7.6,,1010.8,
45308,24.2,18.6,29.3,0,,,7.6,,1015.6,
45309,25.6,22.8,29.4,0.5,,,8.4,,1011.1,
45310,25.4,20.8,31.5,0,,,10,,1012.6,
45311,23.2,16.5,31.5,0,,,9.8,,1016,
45312,23.6,19.9,28.2,0,,,10.9,,1019.2,
45313,24.4,21.2,28.2,0,,,8.6,,1021.7,
45314,24.6,20.5,28.5,0,,,12,,1020,
45315,25.2,21.3,29,0,,,14.2,,1017.6,
45316,26,22.4,30,0,,,11.2,,1017.7,
45317,26.2,22.1,30.2,0,,,11.5,,1019,
45318,25.8,21.7,30.2,0,,,11.2,,1017.3,
45319,25.7,22.3,30,0,,,10.7,,1015.4,
45320,26.9,23.7,31.3,0,,,9,,1013.6,
45321,29.3,25.1,33.7,0,,,8,,1011.9,
45322,29.6,25,34.7,0.8,,,5.2,,1012.3,
45323,31.7,25.8,37.7,0,,,7.7,,1015,
45324,31.1,26.2,37.9,0,,,9.8,,1014.6,
45325,30.3,23.3,37.4,0,,,12.2,,1011,
45326,23.2,18.3,37.8,0,,,17.8,,1016.7,
45327,25.9,21.2,31.9,0,,,10.1,,1014.4,
45328,28.6,24.8,35,,,,13.4,,1014,
45329,29.5,24.4,35,0,,,8.4,,1010.7,
45330,29.1,24.6,33.9,0.9,,,9.6,,1010,
45331,26.2,24.2,34,6.6,,,9.2,,1011.2,
45332,27.4,24.5,32,26.6,,,4.9,,1009.5,
45333,28.7,23.1,33.8,0,,,6.2,,1010.4,
45334,25.6,18.2,33.9,0,,,9.8,,1010.1,
45335,19.2,12.9,25,25.9,,,10.4,,1022.1,
45336,21.1,16.7,24.5,0,,,9,,1021.7,
45337,23.9,21.1,27.6,0,,,12.2,,1018.4,
45338,25.1,22.7,29.2,0,,,10.9,,1016.2,
45339,25.8,23,29.6,0,,,11.6,,1014.4,
45340,26,23.9,29.6,3.8,,,6.5,,1013.9,
45341,25.6,21.2,31.7,0,,,7.7,,1012.4,
45342,26.2,23.2,31.7,0.4,,,7.9,,1011,
45343,27.4,24.1,31.1,0,,,9.3,,1009.9,
45344,27.4,23.8,31.3,0,,,9.2,,1007.1,
45345,25.7,22.2,31.1,0,,,9,,1012.4,
45346,24,20.3,29.5,0,,,12.1,,1021.4,
45347,23.2,20.3,26.7,0,,,12.2,,1022.6,
45348,23,20.5,26.7,13,,,8.7,,1016,
45349,25.1,22.3,28.2,0,,,6,,1011.4,
45350,26.5,21.2,31,0,,,5.9,,1011.7,
45351,26.1,22.5,31.2,6.4,,,8.3,,1014.6,
45352,24.6,21.5,30.2,0,,,8.2,,1014.6,
45353,25.8,24.2,30.1,12.2,,,7.7,,1008.8,
45354,22.2,16,30.1,0,,,11,,1017.2,
45355,21.1,16,27.6,0,,,4.8,,1018.5,
45356,20.4,15.5,28.2,0,,,8.9,,1019,
45357,21.2,17.2,26.3,0,,,8.6,,1016.1,
45358,24.3,20.1,29.8,0,,,9.3,,1014.3,
45359,25.5,22.6,30.9,0,,,8.8,,1010.1,
45360,26.6,21.4,32.7,13.9,,,6.7,,1008.8,
45361,24.5,22,32.7,0,,,8.8,,1014.4,
45362,23.7,20.1,27.2,4.1,,,13,,1013.1,
45363,20.9,18,26.9,127,,,14.4,,1010.2,
45364,22.6,21.1,24.4,34.5,,,7.4,,1009.6,
45365,22.5,21,24.5,49,,,5.6,,1009.3,
45366,23.6,20.1,28,0.3,,,5.1,,1009.7,
45367,24.8,23.2,28.9,3.8,,,3.8,,1006.9,
45368,23.9,20.4,29.4,0,,,9.3,,1011.6,
45369,24.3,21.2,28,18.2,,,8.4,,1008.9,
45370,24.1,20.8,28.3,7.5,,,8.5,,1008.1,
45371,22.6,20.4,28.3,38.1,,,12.5,,1001.6,
45372,18.9,13.5,23.5,74.9,,,11.6,,1016.4,
45373,17.4,10.9,22.7,0,,,6.2,,1024.5,
45374,21.3,17.8,24.8,0,,,13.1,,1019.8,
45375,24.2,20.1,29.7,0,,,5.5,,1015.3,
45376,22.5,17.8,30.2,0,,,7.5,,1017.9,
45377,20.8,18.9,27.2,0,,,10.7,,1018.3,
45378,23,19.8,27.6,0,,,8.7,,1017,
45379,22,17.6,25.7,0,,,8.6,,1018.1,
45380,22.6,18.1,27.9,0,,,9,,1015.3,
45381,23.6,18,29.9,0,,,11.4,,1011.6,
45382,20.3,18.7,22.3,0.6,,,21.5,,1015.4,
45383,19,18,20.8,0,,,13.1,,1017.7,
45384,18.7,13.9,21.9,0,,,10,,1015.3,
45385,18.7,16.2,22.3,27.9,,,7.5,,1011.8,
45386,18.4,12.8,24.4,0,,,3.2,,1016.3,
45387,20.4,14.4,27.7,0,,,3.2,,1019.4,
45388,20.7,15.6,27.8,0,,,8,,1017.4,
45389,21.3,17.2,25.8,0,,,4.5,,1016,
45390,21.2,18.3,25.8,0,,,6.1,,1013.5,
45391,22,18.4,27.6,0.3,,,5.5,,1014.4,
45392,16.8,13.4,28.5,0,,,13.1,,1021.2,
45393,15.6,11.6,19.9,0,,,13,,1025.1,
45394,17.7,14.4,20.3,0.8,,,12.1,,1023.2,
45395,18.2,16.5,20.3,11.9,,,18.6,,1017.4,
45396,20.3,19,21.9,11.9,,,8.9,,1011.7,
45397,22.1,20.8,23.4,49.4,,,12.5,,1004.1,
45398,18.2,15,23.4,20.1,,,8.2,,1006.5,
45399,17.5,13.2,24.4,0,,,9.6,,1014.1,
45400,17.8,11.2,24.9,0,,,5,,1016.4,
45401,21.4,17.5,27.9,0,,,11.1,,1012.3,
45402,22.3,18.5,27.9,0,,,7.3,,1013.2,
45403,21.2,19,27.8,9.3,,,9.3,,1013.6,
45404,18.7,15.4,22.8,23.1,,,11.6,,1012.1,
45405,19.1,15.5,22.5,0,,,7.5,,1013.2,
45406,15.6,9.7,22.6,0,,,6.7,,1018.8,
45407,16.4,13.9,21.4,3,,,8,,1015.3,
45408,18.2,16.7,20.3,26.1,,,6.5,,1007.6,
45409,15.1,12.2,20.3,7.9,,,6.9,,1012.8,
45410,14,7.2,22.1,0,,,5.4,,1013.8,
45411,16.8,11.9,22.2,0,,,10.5,,1008.2,
45412,19.3,18.5,20.5,0.2,,,6.1,,1005.8,
45413,15.9,13.7,18.2,0,,,14.2,,1012,
45414,13.1,9.1,17.4,3,,,7.3,,1015.2,
45415,11.7,5.6,17.5,0,,,4,,1016.3,
45416,14.8,8.6,18.2,0,,,6.3,,1014,
45417,19,17.2,20.6,0,,,5.3,,1010.7,
45418,19.1,17.8,21.6,3.1,,,4.8,,1006.7,
45419,18.2,16.9,21.6,1,,,7.1,,1004.2,
45420,17.3,10.8,19.4,0,,,13.6,,1009.1,
45421,12.1,6.6,18.7,0,,,5.6,,1020.2,
45422,13.9,8.6,18.7,0,,,5.7,,1016.9,
45423,13.8,10.8,19.2,0,,,10.5,,1017.7,
45424,11.1,8.6,19.2,0,,,11.1,,1017.7,
45425,9.4,5,13.8,0,,,7.4,,1024.1,
45426,9.4,4.7,15.1,0,,,6,,1025.3,
45427,11,5.8,17.7,0,,,4.3,,1019.7,
45428,13.1,8.9,18.6,0,,,4.4,,1013.7,
45429,10.8,6.5,18.8,0,,,5.3,,1018.5,
45430,9.3,5.7,15.8,0,,,3.6,,1025.9,
45431,8.9,4.4,15,0,,,1.2,,1025.8,
45432,11.9,6.3,16.5,0,,,9.7,,1019.2,
45433,13.6,10.8,16.6,0,,,5.9,,1016.3,
45434,13.2,11.5,14.9,0,,,6.1,,1015.5,
45435,13.2,11,15.5,0.2,,,9,,1018.1,
45436,9.9,6.7,15.4,0,,,13.4,,1025.4,
45437,7.5,2.9,12.7,0,,,7.3,,1030.3,
45438,7.9,3.5,12.9,0,,,5.6,,1029.9,
45439,9.6,6.3,11.4,0,,,9.5,,1027.5,
45440,11.3,9,15.9,0,,,4.8,,1026.7,
45441,14.1,11.8,16.6,0,,,7.3,,1024.2,
45442,14.7,11.3,18.1,0,,,4.3,,1023.6,
45443,13.7,10.8,18.7,0,,,5.4,,1020.7,
45444,17.2,14.5,23.5,0,,,6.2,,1013.5,
45445,12.9,9.1,23.5,0,,,6.6,,1017.8,
45446,8.9,4.5,13.9,0,,,8.5,,1029.5,
45447,11,8.5,13.1,0,,,9,,1025.7,
45448,13.9,11.2,16.1,0,,,6.4,,1018.3,
45449,16,13.4,19.2,0,,,4,,1016.4,
45450,17.3,14.5,20.5,3.1,,,6.6,,1018.1,
45451,20.2,16.6,23.2,0,,,7.1,,1013,
45452,21.7,17.1,27.1,0,,,9.9,,1004.9,
45453,16.7,12.6,27.1,0,,,7,,1015.4,
45454,14.9,12.6,21.5,,,,7.8,,1015.9,
45455,18.4,16.4,21.1,0,,,5.2,,1009,
45456,24,20.3,27.7,0,,,11.8,,999.3,
45457,20.3,15.4,27.7,13.4,,,6.8,,1005.8,
45458,16.1,10.3,22.2,0,,,4.4,,1018.2,
45459,14.2,11.4,22.4,0,,,5,,1020.1,
45460,14.9,10.8,17.9,0,,,6.4,,1014.2,
45461,16.6,15.1,18.6,0.3,,,6.9,,1007.7,
45462,15.6,12.1,19,0.3,,,5.1,,1012.8,
45463,12.5,8.1,19.1,0,,,10.8,,1018.6,
45464,16.2,13.7,18.6,13.6,,,5.9,,1009.2,
45465,17.3,14.2,18.6,4.1,,,6.1,,1007.4,
45466,13.2,8.9,17.4,0,,,10,,1013.9,
45467,9.2,5.4,15.8,0,,,8.1,,1023.7,
45468,8.5,4.9,12.4,1.7,,,3.3,,1026.9,
45469,10,6.7,14.4,0.7,,,9,,1018.3,
45470,13.2,9.2,18,0,,,9.6,,1006.7,
45471,11.1,6.6,18.5,0,,,11.4,,1014.7,
45472,6.7,2.6,12.6,0,,,10.2,,1023.4,
45473,8.3,1.2,15.4,0,,,7.6,,1020,
45474,12,7.7,19.3,0,,,5.4,,1017.2,
45475,13.2,7.7,20.3,0,,,7,,1013.9,
45476,10.7,6.6,20.4,0,,,6.4,,1017,
45477,8,3.2,14,0,,,5.3,,1019.6,
45478,6.5,0.6,13.9,0,,,5.6,,1025.8,
45479,5.6,-0.4,12.7,0,,,4.1,,1028.1,
45480,7.7,5.1,11.2,0,,,6.5,,1029.5,
45481,5.7,1.3,11.5,0,,,7.1,,1030.8,
45482,3.7,-1.5,10.5,0,,,3.3,,1029.6,
45483,4.4,-0.2,11,0,,,2.2,,1023.8,
45484,5.7,0.2,12.8,0,,,2.4,,1026.4,
45485,7,1.2,15,0,,,3.1,,1034.2,
45486,7.1,0.3,15.3,0,,,2,,1033.4,
45487,7.2,1.7,15.2,0,,,4.4,,1031.4,
45488,11.1,6.4,16.7,0,,,6,,1031.2,
45489,13,9.2,18.2,0,,,5.8,,1027.4,
45490,13.7,8.7,19.8,0,,,4.4,,1023.4,
45491,14.2,10.1,19.8,0,,,6.9,,1019,
45492,12.2,9,19.4,0.1,,,12.3,,1026.9,
45493,9.8,8.3,15.1,2.4,,,11.1,,1026.2,
45494,12.9,12,14.7,0,,,4.6,,1020.6,
45495,12.5,11.1,14.7,0,,,3.9,,1022,
45496,12.5,10.5,15.6,0.1,,,4.1,,1019.3,
45497,16.9,12.2,19.7,6.9,,,5.5,,1014.6,
45498,15,9.4,23,0,,,5.1,,1017.1,
45499,13.6,7,23.5,0,,,4.8,,1019.2,
45500,13.1,7.5,21.2,0,,,4,,1020.1,
45501,10.6,6.5,21.3,0,,,4.4,,1026.6,
45502,7.8,3.3,15.1,0,,,7,,1032.5,
45503,10.5,7.6,14.2,0,,,13.5,,1026.5,
45504,14,11,16.7,0,,,9,,1016.6,
45505,19.9,17.2,23.6,0.5,,,11.5,,1008.6,
45506,24.9,21.2,29.6,0,,,18.5,,1001.7,
45507,18.1,13.1,29.7,23.3,,,9.8,,1009.2,
45508,12.9,8.4,18.6,4.1,,,5.6,,1020.9,
45509,14.1,10.2,18,0,,,8.9,,1017.1,
45510,16.8,15.6,18,2.3,,,6.1,,1010.1,
45511,12.4,8.9,18,2,,,12.2,,1013,
45512,8.3,5.4,15,0,,,9.4,,1014.7,
45513,8,4.3,12.4,,,,9.1,,1023.8,
45514,10.9,5.3,17.6,0,,,10,,1017.8,
45515,13.6,6.8,18,0,,,14,,1018.1,
45516,8.9,3.9,13.7,0,,,8.8,,1026,
45517,13.3,8.2,19.8,0,,,10.4,,1021.3,
45518,14.6,9.6,19.8,0,,,8.1,,1017.6,
45519,14.5,8.1,22.4,0,,,4.1,,1016.6,
45520,10.9,8.8,22.4,0,,,11,,1020.6,
45521,12.5,10.2,16,0,,,8,,1020.3,
45522,13.6,10.2,16.2,,,,7.3,,1017.5,
45523,12.9,9.5,15.9,0,,,15.1,,1021.4,
45524,9.5,5.6,13.5,0,,,16.2,,1024.4,
45525,12.1,10.6,14,11.3,,,9.9,,1011.9,
45526,9.9,7.7,14,2,,,11.7,,1015.3,
45527,8.7,5,13.6,0,,,7.1,,1021.9,
45528,9.4,4,14.9,,,,3.7,,1027.2,
45529,9,4.6,14.9,0,,,6.1,,1031.2,
45530,8.9,3,14.2,0,,,6.1,,1028.3,
45531,12.2,6.2,19.5,,,,4,,1026.8,
45532,12.8,6.1,19.4,,,,7.3,,1024.5,
45533,14.3,9.6,19.5,,,,8.5,,1024.2,
45534,12.1,11,19.6,,,,16.2,,1024.9,
45535,11.3,9.7,12.8,84.1,,,17.9,,1017.2,
45536,11.8,9.5,15.2,,,,9,,1019.3,
45537,12.9,10,16.9,,,,9.2,,1012.8,
45538,15.6,12.2,20.6,,,,6.2,,1015,
45539,15.3,9.3,21,0,,,5.9,,1021.1,
45540,12.8,5.8,21,0,,,8,,1022.6,
45541,16.5,12.7,22,0,,,12.2,,1012.2,
45542,16.7,10.1,24.4,0,,,4.4,,1014.7,
45543,16.1,9.6,24.8,0,,,7.1,,1019.3,
45544,16.2,13.8,21.7,,,,9.9,,1015,
45545,16.2,14.7,18.1,0,,,3.6,,1009.3,
45546,15.2,12.6,18.4,0,,,9.1,,1015,
45547,14.6,8.9,19.2,0,,,5.8,,1018.1,
45548,15.4,9.8,20.5,0,,,5.9,,1016,
45549,15.1,9.5,20.7,0,,,8,,1022.8,
45550,14.8,10.4,20.3,0,,,10.5,,1024.2,
45551,19.5,13.2,27,0,,,6.8,,1022.7,
45552,19.1,15.7,27,0,,,11.5,,1018.8,
45553,20.8,16.7,26,0,,,9.7,,1014,
45554,20.6,17.3,25.9,15.1,,,10.8,,1005,
45555,18.2,12.4,25.2,0,,,5.1,,1013.8,
45556,20.6,15.8,25.5,0,,,17.7,,1011.5,
45557,20.2,15.1,25.4,0.5,,,13.3,,1005.6,
45558,16.6,12.3,24,0,,,10,,1014.1,
45559,17.2,14,20.7,0,,,17.9,,1015.2,
45560,17.4,13.9,20.6,0,,,13.2,,1015.6,
45561,15.8,11.4,21.4,0,,,12,,1023,
45562,15.4,8.7,21.4,0,,,7,,1020.4,
45563,19.9,15.4,25.1,0,,,8.5,,1015.6,
45564,21.9,16.5,27.7,0,,,8.5,,1011.4,
45565,24.4,20.2,31,8.3,,,10.6,,1002.1,
45566,19.7,14.2,30.9,0,,,11,,1010.6,
45567,16.6,12.6,24.3,0,,,7.8,,1018.5,
45568,14.7,8.4,21.3,0,,,5.2,,1024.4,
45569,17.8,13.4,22.5,0,,,12,,1021.9,
45570,20.3,15.4,26,0,,,8.7,,1018.8,
45571,18.8,16,26.1,0,,,12.1,,1019.1,
45572,18.8,17.2,22,0,,,8.7,,1014.5,
45573,17.5,14.2,22.7,0,,,9.7,,1018.9,
45574,16.8,13.1,23.5,0.2,,,11.2,,1023.4,
45575,18.6,16.1,22.6,0,,,8,,1015.7,
45576,22.3,15,30.4,0,,,6.6,,1008.8,
45577,19.3,13.7,30.5,7.9,,,8.3,,1017.2,
45578,18.6,17.4,24.1,0,,,3.9,,1022.7,
45579,18.5,17,20.4,9.8,,,8.3,,1021.5,
45580,20.5,16.3,26.6,,,,5.6,,1017,
